Student_ID,Age,Gender,Study_Hours_per_Week,Preferred_Learning_Style,Online_Courses_Completed,Participation_in_Discussions,Assignment_Completion_Rate (%),Exam_Score (%),Attendance_Rate (%),Use_of_Educational_Tech,Self_Reported_Stress_Level,Time_Spent_on_Social_Media (hours/week),Sleep_Hours_per_Night,Final_Grade
S00247,20,Female,33,Visual,4,Yes,90,87,64,Yes,Medium,9,6,A
S00248,27,Male,41,Visual,15,Yes,66,99,84,No,Medium,14,10,A
S00249,25,Female,36,Kinesthetic,18,Yes,78,59,99,No,Medium,4,7,C
S00250,21,Male,48,Reading/Writing,17,Yes,97,84,78,Yes,Low,19,7,B
S00251,26,Female,5,Auditory,19,Yes,77,59,87,No,Low,9,5,C
S00252,27,Female,21,Auditory,0,No,73,89,67,Yes,High,29,6,A
S00253,29,Male,21,Auditory,4,No,86,40,89,Yes,Low,25,10,D
S00254,29,Female,24,Kinesthetic,5,No,50,52,78,Yes,Medium,30,6,D
S00255,22,Male,24,Kinesthetic,4,No,61,71,91,Yes,Medium,28,5,B
S00256,28,Male,27,Reading/Writing,0,No,89,46,96,Yes,Medium,0,5,D
S00257,21,Female,16,Auditory,19,Yes,58,69,84,Yes,Low,4,4,C
S00258,21,Other,24,Kinesthetic,16,Yes,51,64,98,Yes,Low,9,9,C
S00259,27,Female,10,Visual,14,Yes,55,85,85,Yes,Low,27,4,A
S00260,29,Female,29,Reading/Writing,2,Yes,82,76,68,Yes,Medium,14,7,B
S00261,27,Female,6,Kinesthetic,4,No,77,67,99,No,Medium,18,9,C
S00262,18,Female,35,Auditory,18,No,57,75,97,No,Medium,23,7,B
S00263,29,Female,25,Reading/Writing,11,Yes,57,59,55,Yes,Medium,9,10,C
S00264,20,Male,12,Kinesthetic,8,No,67,65,71,Yes,Medium,22,10,C
S00265,28,Male,26,Kinesthetic,5,Yes,67,75,84,Yes,Low,19,7,B
S00266,20,Female,32,Visual,4,Yes,72,55,86,Yes,Low,28,10,C
S00267,22,Female,13,Auditory,6,Yes,85,84,76,Yes,High,1,10,B
S00268,28,Female,6,Auditory,0,No,59,88,70,No,Medium,12,5,A
S00269,29,Female,29,Kinesthetic,3,No,69,82,79,Yes,Medium,18,4,B
S00270,19,Female,17,Reading/Writing,2,No,55,46,71,Yes,High,20,6,D
S00271,18,Male,33,Reading/Writing,17,No,79,44,95,Yes,Low,15,10,D
S00272,25,Other,39,Auditory,2,Yes,96,92,94,Yes,High,21,10,A
S00273,24,Female,10,Visual,16,No,81,68,66,Yes,Medium,11,4,C
S00274,19,Male,36,Visual,10,Yes,63,45,59,Yes,High,7,10,D
S00275,23,Female,35,Auditory,17,No,75,84,63,No,High,5,9,B
S00276,26,Male,39,Visual,5,Yes,77,66,87,Yes,Low,24,5,C
S00277,20,Female,25,Reading/Writing,15,Yes,53,94,51,Yes,Medium,20,10,A
S00278,27,Female,27,Reading/Writing,18,No,87,81,85,Yes,High,22,10,B
S00279,23,Male,12,Visual,9,No,65,42,89,Yes,Medium,0,4,D
S00280,18,Female,12,Reading/Writing,17,No,74,66,82,Yes,Low,6,6,C
S00281,18,Male,13,Visual,0,No,97,50,85,Yes,Low,4,6,D
S00282,23,Male,28,Reading/Writing,1,No,61,71,91,Yes,Low,0,10,B
S00283,21,Female,25,Kinesthetic,9,Yes,87,46,64,Yes,High,2,5,D
S00284,23,Female,43,Kinesthetic,12,Yes,70,49,81,Yes,Medium,1,9,D
S00285,25,Female,34,Kinesthetic,16,Yes,63,67,72,Yes,Medium,5,4,C
S00286,26,Male,29,Reading/Writing,14,No,100,54,64,Yes,Medium,17,7,D
S00287,24,Male,26,Kinesthetic,12,Yes,59,93,68,Yes,Low,8,6,A
S00288,20,Female,39,Reading/Writing,3,Yes,73,82,78,Yes,Medium,29,9,B
S00289,25,Male,28,Kinesthetic,5,Yes,97,48,53,Yes,High,19,4,D
S00290,26,Male,43,Kinesthetic,17,No,93,69,95,Yes,Medium,0,5,C
S00291,25,Female,28,Reading/Writing,18,No,77,62,69,Yes,Low,11,10,C
S00292,27,Male,12,Kinesthetic,9,Yes,100,47,58,Yes,Medium,19,9,D
S00293,25,Male,26,Auditory,8,Yes,84,92,69,No,High,15,4,A
S00294,28,Male,43,Auditory,6,No,90,86,87,Yes,Low,10,6,A
S00295,26,Male,42,Visual,10,Yes,68,61,55,Yes,Medium,7,8,C
S00296,26,Male,40,Kinesthetic,0,No,91,52,51,No,Medium,29,7,D
S00297,25,Male,33,Auditory,15,No,64,50,93,Yes,Low,1,6,D
S00298,19,Male,15,Visual,1,Yes,79,46,59,Yes,High,22,7,D
S00299,18,Female,29,Visual,8,No,79,71,86,No,Medium,3,5,B
S00300,28,Female,21,Kinesthetic,17,Yes,60,99,78,No,Low,13,8,A
S00301,23,Male,5,Auditory,17,Yes,92,40,83,No,Medium,9,10,D
S00302,25,Male,11,Auditory,11,No,77,81,98,Yes,High,22,5,B
S00303,28,Female,39,Reading/Writing,16,No,83,58,77,No,High,9,8,C
S00304,20,Female,10,Auditory,3,No,52,75,77,Yes,Low,22,7,B
S00305,21,Female,40,Auditory,1,Yes,91,57,70,No,Low,20,5,C
S00306,28,Male,15,Visual,14,No,82,98,97,No,High,10,8,A
S00307,18,Male,21,Kinesthetic,13,No,100,47,67,No,Medium,12,10,D
S00308,27,Female,5,Visual,8,Yes,99,60,89,No,Medium,8,8,C
S00309,25,Male,27,Auditory,17,No,82,84,78,No,Low,30,7,B
S00310,28,Male,46,Auditory,20,No,67,50,51,Yes,Medium,10,10,D
S00311,25,Female,9,Kinesthetic,14,No,95,42,59,No,Medium,22,10,D
S00312,24,Female,45,Kinesthetic,14,Yes,92,41,74,Yes,Medium,8,4,D
S00313,24,Male,24,Visual,16,Yes,98,50,80,Yes,Medium,1,10,D
S00314,20,Male,44,Auditory,15,Yes,93,60,96,No,Low,19,6,C
S00315,21,Female,28,Auditory,8,Yes,53,84,70,No,High,12,8,B
S00316,21,Female,31,Kinesthetic,18,Yes,61,92,85,Yes,Medium,6,6,A
S00317,22,Other,33,Kinesthetic,5,Yes,64,85,52,No,Medium,2,6,A
S00318,24,Male,38,Auditory,6,Yes,100,84,99,Yes,Medium,7,9,B
S00319,19,Male,40,Reading/Writing,16,Yes,71,42,94,Yes,Medium,26,6,D
S00320,25,Female,16,Reading/Writing,17,Yes,84,63,91,Yes,Medium,0,8,C
S00321,23,Male,16,Auditory,1,Yes,79,59,98,Yes,Medium,9,5,C
S00322,22,Female,44,Kinesthetic,9,Yes,95,100,74,No,Medium,28,8,A
S00323,19,Female,26,Kinesthetic,0,Yes,67,74,89,No,Medium,4,4,B
S00324,28,Male,12,Reading/Writing,3,No,95,52,78,Yes,Medium,5,8,D
S00325,23,Female,48,Reading/Writing,15,Yes,51,64,50,Yes,Low,14,7,C
S00326,19,Female,9,Auditory,5,Yes,100,49,95,Yes,Low,13,8,D
S00327,21,Female,23,Reading/Writing,2,Yes,54,98,95,No,Medium,0,5,A
S00328,23,Male,38,Visual,5,Yes,70,76,76,Yes,Medium,16,4,B
S00329,27,Male,23,Auditory,11,Yes,68,55,80,No,Medium,9,6,C
S00330,20,Female,30,Reading/Writing,11,Yes,54,80,89,Yes,Low,1,5,B
S00331,24,Other,40,Reading/Writing,4,Yes,95,73,87,Yes,Medium,21,4,B
S00332,25,Male,48,Auditory,14,No,76,63,71,Yes,High,1,6,C
S00333,22,Female,48,Visual,6,Yes,96,91,95,No,Medium,16,5,A
S00334,26,Male,8,Visual,18,No,72,70,90,Yes,Medium,10,7,B
S00335,26,Male,38,Auditory,19,No,64,52,63,Yes,Low,9,6,D
S00336,27,Female,46,Kinesthetic,13,No,82,89,62,Yes,Medium,1,5,A
S00337,23,Female,49,Kinesthetic,11,Yes,68,93,56,No,High,29,7,A
S00338,21,Male,8,Reading/Writing,9,Yes,57,78,63,No,Medium,19,6,B
S00339,23,Female,10,Auditory,0,No,53,69,79,Yes,Low,13,7,C
S00340,25,Male,13,Auditory,5,No,68,67,51,Yes,High,18,5,C
S00341,21,Male,7,Kinesthetic,14,No,61,46,81,Yes,Low,18,9,D
S00342,18,Male,19,Kinesthetic,10,No,92,96,92,No,Medium,30,6,A
S00343,23,Male,20,Visual,13,Yes,77,74,79,Yes,Medium,13,6,B
S00344,23,Male,43,Reading/Writing,10,No,85,44,97,No,High,28,4,D
S00345,20,Male,11,Kinesthetic,8,Yes,81,77,59,Yes,Medium,13,6,B
S00346,23,Female,12,Reading/Writing,3,No,92,74,73,Yes,Medium,8,7,B
S00347,26,Male,42,Auditory,14,No,52,100,95,No,High,3,8,A
S00348,19,Female,44,Visual,2,Yes,70,87,84,No,Medium,13,4,A
S00349,24,Male,7,Auditory,16,No,95,53,55,No,Medium,26,7,D
S00350,22,Female,8,Reading/Writing,19,No,62,92,53,Yes,Low,26,9,A
S00351,29,Female,43,Reading/Writing,1,No,65,47,89,Yes,Low,19,9,D
S00352,28,Female,35,Auditory,14,No,72,51,56,Yes,High,13,5,D
S00353,20,Female,23,Visual,12,No,54,47,80,No,Medium,17,5,D
S00354,29,Male,28,Visual,9,Yes,58,84,53,Yes,Medium,0,9,B
S00355,19,Male,34,Auditory,17,No,64,60,69,Yes,Low,26,8,C
S00356,24,Female,21,Auditory,20,No,51,60,56,Yes,High,2,8,C
S00357,27,Female,5,Auditory,19,Yes,89,47,80,Yes,Low,28,10,D
S00358,25,Other,49,Auditory,12,No,76,70,55,No,Low,17,9,B
S00359,26,Male,15,Kinesthetic,3,Yes,55,86,55,Yes,High,12,8,A
S00360,29,Female,17,Kinesthetic,9,No,52,69,67,No,High,20,8,C
S00361,25,Male,10,Auditory,10,Yes,91,64,69,Yes,High,7,10,C
S00362,20,Male,6,Auditory,13,Yes,90,77,87,Yes,Medium,10,4,B
S00363,26,Female,12,Kinesthetic,5,No,89,78,61,No,High,1,5,B
S00364,18,Female,30,Reading/Writing,5,No,77,55,56,Yes,High,20,9,C
S00365,19,Male,44,Reading/Writing,0,No,64,56,98,No,Medium,27,5,C
S00366,22,Female,45,Auditory,7,No,63,75,60,Yes,Low,4,6,B
S00367,29,Male,8,Reading/Writing,15,No,64,76,87,Yes,Medium,15,5,B
S00368,19,Male,45,Reading/Writing,15,No,92,84,91,Yes,High,18,7,B
S00369,27,Male,34,Visual,5,Yes,93,45,89,Yes,Medium,5,8,D
S00370,24,Female,26,Visual,7,No,91,42,50,Yes,Low,29,9,D
S00371,27,Male,41,Reading/Writing,2,No,51,91,60,Yes,Medium,3,7,A
S00372,18,Male,49,Auditory,1,No,100,86,86,No,Low,26,9,A
S00373,20,Male,38,Kinesthetic,15,Yes,88,68,77,Yes,High,6,10,C
S00374,29,Female,29,Auditory,16,No,90,83,51,Yes,Medium,18,6,B
S00375,25,Female,11,Kinesthetic,5,Yes,95,55,67,Yes,High,28,7,C
S00376,20,Male,6,Kinesthetic,20,Yes,64,64,57,No,Low,3,9,C
S00377,28,Female,47,Kinesthetic,17,No,98,81,75,Yes,Medium,9,4,B
S00378,27,Female,44,Auditory,20,Yes,70,89,56,Yes,Medium,24,7,A
S00379,25,Female,43,Reading/Writing,14,Yes,56,88,77,Yes,Medium,2,4,A
S00380,23,Male,39,Visual,10,No,87,89,77,No,High,18,7,A
S00381,21,Male,36,Auditory,12,Yes,91,53,87,No,Medium,1,10,D
S00382,27,Female,18,Visual,1,Yes,87,86,51,Yes,Low,1,8,A
S00383,18,Female,47,Reading/Writing,6,Yes,64,76,80,Yes,Medium,10,4,B
S00384,18,Male,46,Visual,18,No,57,50,87,Yes,Low,14,8,D
S00385,23,Female,6,Auditory,6,Yes,62,92,60,No,Low,3,8,A
S00386,28,Female,29,Kinesthetic,12,No,75,76,71,Yes,Medium,18,10,B
S00387,20,Male,22,Visual,17,Yes,50,45,88,Yes,Medium,5,5,D
S00388,23,Male,48,Visual,16,Yes,98,89,63,Yes,Medium,28,7,A
S00389,27,Female,20,Kinesthetic,13,No,68,56,61,Yes,Medium,19,6,C
S00390,26,Male,16,Kinesthetic,6,Yes,55,95,58,No,Low,17,7,A
S00391,18,Male,46,Kinesthetic,8,No,59,69,97,Yes,Medium,21,8,C
S00392,28,Male,29,Visual,14,Yes,82,77,86,Yes,Low,2,5,B
S00393,18,Male,17,Kinesthetic,13,Yes,68,73,80,No,Medium,6,5,B
S00394,27,Female,16,Kinesthetic,19,Yes,87,59,100,No,High,0,4,C
S00395,18,Female,23,Auditory,3,No,56,69,74,Yes,Medium,9,7,C
S00396,23,Male,34,Reading/Writing,10,Yes,100,59,80,No,Medium,16,4,C
S00397,27,Male,9,Reading/Writing,12,Yes,76,47,100,Yes,Medium,14,6,D
S00398,29,Male,35,Visual,11,No,81,47,50,No,Medium,21,7,D
S00399,23,Male,30,Reading/Writing,19,Yes,52,66,50,Yes,High,10,7,C
S00400,26,Female,9,Visual,3,Yes,57,80,64,No,Medium,29,7,B
S00401,18,Female,38,Auditory,16,Yes,50,72,62,No,Low,3,6,B
S00402,29,Female,25,Reading/Writing,13,Yes,71,59,77,Yes,High,30,4,C
S00403,26,Male,18,Auditory,10,Yes,77,97,96,Yes,Medium,11,5,A
S00404,19,Male,44,Kinesthetic,13,Yes,94,88,62,Yes,Medium,1,10,A
S00405,28,Female,36,Reading/Writing,20,No,76,48,51,Yes,High,28,10,D
S00406,24,Male,15,Visual,8,Yes,59,68,71,Yes,High,30,4,C
S00407,20,Female,10,Visual,20,Yes,93,51,50,Yes,Medium,20,10,D
S00408,19,Female,10,Visual,17,No,61,65,64,No,Medium,3,10,C
S00409,23,Male,11,Visual,20,No,72,53,62,Yes,Medium,11,9,D
S00410,26,Male,39,Reading/Writing,4,No,89,66,89,Yes,Low,2,6,C
S00411,21,Female,5,Auditory,0,Yes,57,42,52,Yes,Medium,14,4,D
S00412,20,Male,22,Auditory,14,No,58,51,89,Yes,Low,11,5,D
S00413,19,Male,40,Kinesthetic,15,Yes,59,56,75,Yes,Medium,0,8,C
S00414,27,Female,20,Visual,9,Yes,81,44,55,Yes,High,4,5,D
S00415,19,Female,21,Reading/Writing,13,No,79,76,60,No,Low,1,10,B
S00416,27,Male,36,Auditory,0,No,85,57,69,Yes,Medium,0,7,C
S00417,26,Male,23,Visual,2,Yes,69,46,71,No,Medium,14,9,D
S00418,18,Other,43,Visual,7,No,50,47,100,No,Medium,26,7,D
S00419,23,Male,21,Visual,10,Yes,64,98,81,Yes,High,15,8,A
S00420,21,Male,16,Kinesthetic,14,Yes,68,42,85,Yes,Medium,2,8,D
S00421,19,Female,37,Visual,16,No,80,63,50,No,Medium,3,7,C
S00422,29,Male,35,Kinesthetic,17,Yes,77,49,88,Yes,Medium,13,10,D
S00423,24,Male,47,Reading/Writing,5,Yes,52,85,83,Yes,High,7,8,A
S00424,29,Other,13,Visual,0,No,67,73,68,Yes,Medium,25,6,B
S00425,25,Female,41,Auditory,0,No,64,84,72,No,Medium,26,10,B
S00426,29,Female,38,Visual,12,Yes,67,63,66,Yes,Medium,5,7,C
S00427,25,Male,41,Reading/Writing,0,No,100,42,89,No,Low,4,6,D
S00428,25,Female,35,Kinesthetic,16,No,99,51,97,Yes,Low,26,6,D
S00429,28,Other,34,Auditory,18,No,64,50,87,Yes,Low,19,8,D
S00430,18,Female,37,Reading/Writing,6,Yes,66,64,78,No,Medium,11,5,C
S00431,21,Male,28,Kinesthetic,2,Yes,82,73,79,Yes,Low,28,4,B
S00432,26,Male,39,Kinesthetic,14,Yes,67,42,100,Yes,Low,5,8,D
S00433,29,Female,37,Reading/Writing,17,Yes,91,66,55,Yes,Medium,11,5,C
S00434,21,Male,25,Visual,17,Yes,88,92,79,No,Medium,11,6,A
S00435,18,Female,25,Visual,20,Yes,57,79,96,Yes,Medium,18,9,B
S00436,18,Male,46,Visual,19,Yes,83,42,95,Yes,High,16,8,D
S00437,20,Male,18,Reading/Writing,4,No,59,74,69,No,Medium,18,7,B
S00438,27,Male,28,Reading/Writing,18,Yes,72,56,51,Yes,Medium,27,9,C
S00439,27,Male,19,Reading/Writing,11,Yes,78,82,58,Yes,Medium,1,6,B
S00440,28,Female,30,Kinesthetic,11,No,50,94,76,Yes,Medium,20,8,A
S00441,22,Female,45,Visual,19,No,95,49,94,Yes,Low,11,9,D
S00442,26,Female,45,Visual,5,Yes,97,55,62,Yes,Medium,25,7,C
S00443,25,Female,15,Kinesthetic,15,No,96,90,65,Yes,High,22,4,A
S00444,27,Male,8,Visual,11,No,89,55,75,No,Low,2,8,C
S00445,20,Male,25,Visual,4,No,100,93,64,Yes,Medium,18,10,A
S00446,22,Male,16,Reading/Writing,5,No,88,80,53,Yes,Medium,10,7,B
S00447,25,Female,44,Kinesthetic,15,No,75,85,73,Yes,Medium,4,8,A
S00448,22,Female,22,Visual,11,No,67,99,79,Yes,Medium,9,5,A
S00449,21,Female,32,Auditory,17,No,82,47,98,Yes,High,8,8,D
S00450,23,Male,27,Reading/Writing,10,Yes,80,77,84,Yes,Medium,29,10,B
S00451,25,Male,11,Reading/Writing,7,Yes,94,52,98,Yes,Medium,7,10,D
S00452,21,Male,30,Visual,9,Yes,90,68,77,Yes,High,21,4,C
S00453,27,Female,15,Reading/Writing,8,No,72,76,73,No,Medium,3,10,B
S00454,18,Female,22,Visual,6,No,69,59,100,Yes,Medium,10,8,C
S00455,28,Male,7,Auditory,15,Yes,99,86,97,Yes,Medium,14,7,A
S00456,21,Male,46,Kinesthetic,4,No,55,47,96,No,Medium,13,4,D
S00457,19,Male,6,Kinesthetic,0,Yes,68,99,68,Yes,Low,30,10,A
S00458,19,Other,26,Reading/Writing,4,No,93,89,79,Yes,High,9,4,A
S00459,28,Male,42,Auditory,8,Yes,90,57,61,Yes,Medium,28,5,C
S00460,28,Female,34,Visual,8,Yes,68,66,70,Yes,Medium,5,10,C
S00461,22,Male,7,Visual,13,Yes,89,92,94,No,Low,27,8,A
S00462,19,Male,18,Visual,15,Yes,50,97,75,Yes,Medium,14,7,A
S00463,19,Female,24,Reading/Writing,0,Yes,67,46,94,No,Low,20,8,D
S00464,21,Male,5,Kinesthetic,18,Yes,65,100,57,No,Low,16,6,A
S00465,28,Male,15,Visual,5,No,71,51,50,Yes,Medium,21,9,D
S00466,29,Male,15,Auditory,5,Yes,72,94,66,No,Medium,9,4,A
S00467,24,Male,26,Visual,3,Yes,76,77,56,No,Medium,26,6,B
S00468,29,Male,39,Reading/Writing,7,No,96,54,53,Yes,Medium,26,7,D
S00469,22,Female,35,Auditory,19,Yes,50,60,56,Yes,Low,9,4,C
S00470,25,Female,13,Reading/Writing,7,Yes,78,49,93,Yes,Low,5,5,D
S00471,27,Female,26,Auditory,3,No,55,71,71,No,High,16,7,B
S00472,29,Female,47,Reading/Writing,15,Yes,58,47,55,Yes,Low,10,9,D
S00473,28,Male,23,Auditory,6,No,73,100,75,No,Medium,8,6,A
S00474,29,Female,13,Kinesthetic,20,No,50,84,86,Yes,Medium,20,6,B
S00475,26,Other,14,Visual,5,Yes,97,76,70,Yes,High,25,8,B
S00476,20,Male,13,Kinesthetic,1,Yes,78,48,81,No,Medium,17,6,D
S00477,28,Male,36,Reading/Writing,4,Yes,82,85,72,Yes,High,24,7,A
S00478,21,Female,22,Reading/Writing,5,Yes,73,47,79,Yes,Low,29,6,D
S00479,24,Female,48,Auditory,15,No,64,62,53,Yes,Low,8,10,C
S00480,23,Male,32,Auditory,16,Yes,84,68,98,Yes,Medium,4,8,C
S00481,18,Female,43,Auditory,1,Yes,87,51,62,Yes,Medium,5,6,D
S00482,23,Female,9,Auditory,16,Yes,92,77,71,Yes,Low,28,5,B
S00483,28,Male,28,Reading/Writing,11,Yes,56,92,70,No,Low,25,8,A
S00484,26,Male,27,Kinesthetic,16,No,55,88,82,Yes,Medium,28,4,A
S00485,23,Male,37,Visual,19,No,60,86,83,Yes,Medium,0,5,A
S00486,28,Male,16,Auditory,16,No,62,60,71,Yes,Medium,2,10,C
S00487,29,Female,6,Kinesthetic,17,No,77,55,83,Yes,High,5,6,C
S00488,23,Male,9,Kinesthetic,0,No,69,53,79,Yes,Low,3,7,D
S00489,28,Male,47,Kinesthetic,16,Yes,55,40,96,Yes,Low,28,5,D
S00490,18,Male,8,Auditory,15,Yes,54,50,78,No,Low,24,9,D
S00491,27,Male,39,Visual,1,Yes,86,89,80,Yes,Low,15,8,A
S00492,28,Male,6,Reading/Writing,15,Yes,94,48,73,Yes,Low,29,4,D
S00493,26,Male,47,Auditory,9,Yes,82,75,92,Yes,Low,19,5,B
S00494,21,Male,42,Reading/Writing,17,Yes,90,56,98,Yes,Medium,2,9,C
S00495,25,Female,36,Reading/Writing,11,No,94,71,98,Yes,High,14,5,B
S00496,24,Female,40,Auditory,0,No,90,83,78,Yes,Medium,25,7,B
S00497,23,Female,25,Visual,18,Yes,77,78,89,Yes,Medium,23,9,B
